timestamp,node_id,temperature,luminosity,pressure
1776012757.628281,m3-14,30.2896,0.2441,997.8914
1776012757.630882,m3-13,29.1667,0.2441,999.2627
1776012757.635519,m3-10,30.3646,0.2441,998.344
1776012762.627139,m3-10,30.4396,0.4883,998.4751
1776012762.633175,m3-12,30.4208,0.4883,998.0769
1776012762.634475,m3-11,30.2958,0.7324,999.1697
1776012762.63596,m3-14,30.2979,0.4883,997.8813
1776012762.638554,m3-13,29.1479,0.4883,999.3872
1776012767.630264,m3-13,29.1771,0.2441,999.323
1776012767.634641,m3-10,30.4292,0.2441,998.3914
1776012767.640794,m3-12,30.3917,0.2441,998.1321
1776012767.642143,m3-11,30.3313,0.4883,999.0183
1776012767.643488,m3-14,30.3146,0.2441,997.8584
1776012772.634089,m3-11,30.325,0.7324,999.1502
1776012772.634971,m3-14,30.2937,0.4883,997.8955
1776012772.637868,m3-13,29.1687,0.4883,999.3701
1776012772.642273,m3-10,30.4083,0.4883,998.5244
1776012772.648275,m3-12,30.4167,0.4883,998.0623
1776012777.640192,m3-12,30.4187,0.2441,998.1169
1776012777.641614,m3-11,30.325,0.4883,999.0632
1776012777.642693,m3-14,30.3167,0.2441,997.8679
1776012777.645543,m3-13,29.2,0.2441,999.1968
1776012777.650005,m3-10,30.4438,0.2441,998.3723
1776012782.641702,m3-10,30.4104,0.4883,998.5288
1776012782.647772,m3-12,30.3979,0.4883,998.1392
1776012782.649441,m3-11,30.3188,0.7324,999.0461
1776012782.650226,m3-14,30.3021,0.4883,997.8621
1776012782.653385,m3-13,29.1417,0.4883,999.2329
1776012787.64502,m3-13,29.1562,0.2441,999.2146
1776012787.649279,m3-10,30.4688,0.2441,998.5425
1776012787.655273,m3-12,30.3958,0.2441,998.2749
1776012787.657045,m3-11,30.3271,0.4883,999.2234
1776012787.657779,m3-14,30.3229,0.2441,997.843
1776012792.648786,m3-11,30.3354,0.7324,999.1238
1776012792.649523,m3-14,30.2979,0.4883,997.8262
1776012792.652689,m3-13,29.1687,0.4883,999.3638
1776012792.656789,m3-10,30.4229,0.4883,998.4519
1776012792.66285,m3-12,30.4688,0.4883,998.1716
1776012797.654608,m3-12,30.425,0.2441,998.2688
1776012797.656424,m3-11,30.3417,0.4883,999.0833
1776012797.65692,m3-14,30.3104,0.2441,997.8181
1776012797.66029,m3-13,29.1938,0.2441,999.3127
1776012797.664401,m3-10,30.4417,0.2441,998.5688
1776012802.656131,m3-10,30.4812,0.4883,998.3569
1776012802.662257,m3-12,30.45,0.4883,998.0295
1776012802.664003,m3-11,30.3146,0.7324,999.071
1776012802.664757,m3-14,30.2917,0.4883,997.8735
1776012802.668018,m3-13,29.1687,0.4883,999.3479
1776012807.659758,m3-13,29.1917,0.2441,999.3242
1776012807.663656,m3-10,30.4312,0.2441,998.4507
1776012807.669818,m3-12,30.4167,0.2441,998.1084
1776012807.671752,m3-11,30.3229,0.4883,999.2039
1776012807.672234,m3-14,30.3313,0.2441,997.8584
1776012812.663499,m3-11,30.3458,0.7324,999.0007
1776012812.664083,m3-14,30.3271,0.4883,997.9207
1776012812.667351,m3-13,29.2,0.4883,999.2314
1776012812.671315,m3-10,30.4396,0.4883,998.3569
1776012812.677502,m3-12,30.4333,0.4883,998.1028
1776012817.669128,m3-12,30.4104,0.2441,998.1431
1776012817.671073,m3-11,30.3,0.4883,999.0535
1776012817.671748,m3-14,30.3208,0.2441,997.9221
1776012817.675011,m3-13,29.1438,0.2441,999.2649
1776012817.678915,m3-10,30.4271,0.2441,998.3682
1776012822.670666,m3-10,30.4083,0.4883,998.5664
1776012822.676745,m3-12,30.4458,0.4883,998.1677
1776012822.678768,m3-11,30.3083,0.7324,999.156
1776012822.679258,m3-14,30.3438,0.4883,997.8899
1776012822.68263,m3-13,29.1562,0.4883,999.3115
1776012827.67432,m3-13,29.1917,0.2441,999.3755
1776012827.678131,m3-10,30.4354,0.2441,998.4424
1776012827.684303,m3-12,30.4625,0.2441,998.1816
1776012827.686368,m3-11,30.3333,0.4883,998.979
1776012827.686884,m3-14,30.3188,0.2441,997.9534
1776012832.678199,m3-11,30.2896,0.7324,999.0386
1776012832.678778,m3-14,30.3438,0.4883,997.9492
1776012832.682147,m3-13,29.1917,0.4883,999.1018
1776012832.685749,m3-10,30.4563,0.4883,998.5915
1776012832.691911,m3-12,30.4187,0.4883,998.2234
1776012837.683653,m3-12,30.4458,0.2441,998.2759
1776012837.68585,m3-11,30.3354,0.4883,999.1069
1776012837.686363,m3-14,30.3479,0.2441,997.9451
1776012837.689758,m3-13,29.1187,0.2441,999.2998
1776012837.693429,m3-10,30.4417,0.2441,998.4622
1776012842.685038,m3-10,30.4542,0.4883,998.5601
1776012842.6913,m3-12,30.4833,0.4883,998.208
1776012842.693613,m3-11,30.3292,0.7324,999.0435
1776012842.694067,m3-14,30.3792,0.4883,997.948
1776012842.697397,m3-13,29.1792,0.4883,999.3916
1776012847.689093,m3-13,29.2104,0.2441,999.3709
1776012847.692669,m3-10,30.475,0.2441,998.3154
1776012847.698868,m3-12,30.4438,0.2441,998.1741
1776012847.701307,m3-11,30.3562,0.4883,999.0098
1776012847.701721,m3-14,30.3438,0.2441,997.8855
1776012852.692984,m3-11,30.3354,0.7324,999.1299
1776012852.693418,m3-14,30.3375,0.4883,998.0391
1776012852.696796,m3-13,29.2188,0.4883,999.4487
1776012852.700341,m3-10,30.4229,0.4883,998.5107
1776012852.706432,m3-12,30.4542,0.4883,998.1934
1776012857.698234,m3-12,30.4646,0.2441,998.2095
1776012857.700713,m3-11,30.3604,0.4883,998.9871
1776012857.701081,m3-14,30.3729,0.2441,998.0037
1776012857.704339,m3-13,29.225,0.2441,999.3152
1776012857.70785,m3-10,30.4167,0.2441,998.3323
1776012862.699535,m3-10,30.4312,0.4883,998.4788
1776012862.705845,m3-12,30.4688,0.4883,998.23
1776012862.708399,m3-11,30.3479,0.7324,999.1856
1776012862.708765,m3-14,30.3917,0.4883,997.9688
1776012862.712126,m3-13,29.1917,0.4883,999.2432
1776012867.703845,m3-13,29.1854,0.2441,999.3069
1776012867.707113,m3-10,30.4479,0.2441,998.4202
1776012867.713436,m3-12,30.4771,0.2441,998.0769
1776012867.716053,m3-11,30.3625,0.4883,999.0344
1776012867.716423,m3-14,30.3604,0.2441,997.9106
1776012872.707767,m3-11,30.3229,0.7324,999.1165
1776012872.7082,m3-14,30.3729,0.4883,997.9426
1776012872.711456,m3-13,29.1875,0.4883,999.3604
1776012872.714773,m3-10,30.4667,0.4883,998.594
1776012872.721049,m3-12,30.4354,0.4883,998.1418
1776012877.71266,m3-12,30.4625,0.2441,998.1291
1776012877.715353,m3-11,30.3729,0.4883,999.0422
1776012877.715724,m3-14,30.3542,0.2441,997.9905
1776012877.719065,m3-13,29.1375,0.2441,999.3582
1776012877.722324,m3-10,30.5,0.2441,998.6079
1776012882.71401,m3-10,30.4812,0.4883,998.5632
1776012882.720284,m3-12,30.4854,0.4883,998.2034
1776012882.723035,m3-11,30.3438,0.7324,999.1497
1776012882.723403,m3-14,30.3833,0.4883,997.8765
1776012882.726775,m3-13,29.1979,0.4883,999.3308
1776012887.718449,m3-13,29.2063,0.2441,999.3403
1776012887.721594,m3-10,30.4812,0.2441,998.3728
1776012887.727948,m3-12,30.4646,0.2441,998.1416
1776012887.730576,m3-11,30.3625,0.4883,999.0156
1776012887.730944,m3-14,30.3479,0.2441,997.8784
1776012892.722258,m3-11,30.3188,0.7324,998.9683
1776012892.722775,m3-14,30.3479,0.4883,997.9287
1776012892.726133,m3-13,29.1917,0.4883,999.2927
1776012892.729137,m3-10,30.4688,0.4883,998.4736
1776012892.73541,m3-12,30.4646,0.4883,998.1772
1776012897.727255,m3-12,30.4688,0.2441,998.2344
1776012897.729995,m3-11,30.3313,0.4883,999.0376
1776012897.730366,m3-14,30.3667,0.2441,997.8596
1776012897.733742,m3-13,29.2167,0.2441,999.354
1776012897.736727,m3-10,30.4771,0.2441,998.3589
1776012902.728574,m3-10,30.4646,0.4883,998.3564
1776012902.734715,m3-12,30.4854,0.4883,998.2312
1776012902.737549,m3-11,30.3438,0.7324,999.0659
1776012902.737941,m3-14,30.3708,0.4883,997.9805
1776012902.741411,m3-13,29.2125,0.4883,999.3569
1776012907.733094,m3-13,29.2083,0.2441,999.332
1776012907.736149,m3-10,30.4688,0.2441,998.374
1776012907.742354,m3-12,30.4875,0.2441,998.2073
1776012907.745125,m3-14,30.3687,0.2441,997.9641
1776012907.745539,m3-11,30.3354,0.4883,999.0488
1776012912.736807,m3-14,30.3667,0.4883,997.918
1776012912.737305,m3-11,30.3438,0.7324,999.01
1776012912.7408,m3-13,29.2042,0.4883,999.2566
1776012912.743666,m3-10,30.4688,0.4883,998.6003
1776012912.750075,m3-12,30.4708,0.4883,998.1892
1776012917.741719,m3-12,30.4646,0.2441,998.3303
1776012917.744217,m3-14,30.3583,0.2441,997.9353
1776012917.74469,m3-11,30.3292,0.4883,999.0754
1776012917.748427,m3-13,29.1792,0.2441,999.3377
1776012917.75128,m3-10,30.5146,0.2441,998.3867
1776012922.749292,m3-12,30.5,0.4883,998.0747
1776012922.751994,m3-14,30.3729,0.4883,997.8982
1776012922.75247,m3-11,30.3479,0.7324,999.085
1776012922.75615,m3-13,29.1792,0.4883,999.3342
1776012922.758706,m3-10,30.475,0.4883,998.5217
1776012927.747872,m3-13,29.2021,0.2441,999.4209
1776012927.750597,m3-10,30.4979,0.2441,998.4292
1776012927.757032,m3-12,30.4792,0.2441,998.1338
1776012927.75958,m3-14,30.35,0.2441,997.9661
1776012927.760058,m3-11,30.35,0.4883,999.0488
1776012932.751318,m3-14,30.3833,0.4883,997.9451
1776012932.751895,m3-11,30.3583,0.7324,998.9641
1776012932.75547,m3-13,29.2125,0.4883,999.291
1776012932.758097,m3-10,30.5125,0.4883,998.5203
1776012932.764616,m3-12,30.4771,0.4883,998.2351
1776012937.756363,m3-12,30.4688,0.2441,998.2026
1776012937.758762,m3-14,30.3792,0.2441,997.9255
1776012937.759435,m3-11,30.3667,0.4883,998.9434
1776012937.76307,m3-13,29.1833,0.2441,999.314
1776012937.765839,m3-10,30.5167,0.2441,998.5725
1776012942.757496,m3-10,30.4417,0.4883,998.4856
1776012942.763846,m3-12,30.4937,0.4883,998.1204
1776012942.766366,m3-14,30.3521,0.4883,997.9605
1776012942.766919,m3-11,30.3375,0.7324,999.0715
1776012942.770755,m3-13,29.1875,0.4883,999.2856
1776012947.762438,m3-13,29.1917,0.2441,999.322
1776012947.76498,m3-10,30.4792,0.2441,998.5327
1776012947.771478,m3-12,30.4563,0.2441,998.2832
1776012947.774151,m3-14,30.3667,0.2441,998.0105
1776012947.774692,m3-11,30.375,0.4883,999.0498
1776012952.765815,m3-14,30.3917,0.4883,997.9959
1776012952.766415,m3-11,30.3521,0.7324,999.0527
1776012952.770296,m3-13,29.2042,0.4883,999.2366
1776012952.772691,m3-10,30.5125,0.4883,998.4219
1776012952.779137,m3-12,30.4958,0.4883,998.3074
1776012957.770828,m3-12,30.5063,0.2441,998.2664
1776012957.773457,m3-14,30.3562,0.2441,997.9436
1776012957.774071,m3-11,30.3708,0.2441,999.0644
1776012957.777868,m3-13,29.1646,0.2441,999.3933
1776012957.78036,m3-10,30.4688,0.2441,998.4229
1776012962.771911,m3-10,30.4812,0.4883,998.6082
1776012962.778394,m3-12,30.5063,0.4883,998.1711
1776012962.781042,m3-14,30.3792,0.4883,998.0266
1776012962.781774,m3-11,30.3646,0.7324,999.0156
1776012962.785531,m3-13,29.2354,0.4883,999.3377
1776012967.777296,m3-13,29.2021,0.2441,999.4648
1776012967.779567,m3-10,30.5333,0.2441,998.4844
1776012967.785964,m3-12,30.4875,0.2441,998.272
1776012967.788712,m3-14,30.3625,0.2441,997.9204
1776012967.789505,m3-11,30.3271,0.4883,999.116
1776012972.780298,m3-14,30.3729,0.4883,997.9665
1776012972.781201,m3-11,30.3625,0.7324,999.0986
1776012972.784996,m3-13,29.2333,0.4883,999.2898
1776012972.787119,m3-10,30.5188,0.4883,998.5156
1776012972.7937,m3-12,30.5188,0.4883,998.1863
1776012977.785361,m3-12,30.5,0.2441,998.2144
1776012977.787969,m3-14,30.3354,0.2441,997.9111
1776012977.788889,m3-11,30.3708,0.4883,999.0696
1776012977.792621,m3-13,29.2021,0.2441,999.2395
1776012977.794801,m3-10,30.5146,0.2441,998.5696
1776012982.792984,m3-12,30.5104,0.4883,998.2217
1776012982.79546,m3-14,30.3813,0.4883,997.9871
1776012982.796612,m3-11,30.3625,0.7324,999.0625
1776012982.800235,m3-13,29.1958,0.4883,999.227
1776012982.802251,m3-10,30.5083,0.4883,998.4895
1776012987.791894,m3-13,29.1729,0.2441,999.292
1776012987.794061,m3-10,30.5104,0.2441,998.415
1776012987.800562,m3-12,30.5,0.2441,998.2253
1776012987.803114,m3-14,30.3979,0.2441,997.9453
1776012987.804474,m3-11,30.3729,0.2441,999.0005
1776012992.794714,m3-14,30.3813,0.4883,997.8455
1776012992.796149,m3-11,30.35,0.7324,999.0403
1776012992.799706,m3-13,29.1958,0.4883,999.386
1776012992.801712,m3-10,30.5,0.4883,998.4858
1776012992.808252,m3-12,30.5083,0.4883,997.9478
1776012997.799809,m3-12,30.4208,0.2441,998.1467
1776012997.802389,m3-14,30.3687,0.2441,997.9619
1776012997.80343,m3-11,30.3521,0.4883,999.074
1776012997.807245,m3-13,29.2104,0.2441,999.3435
1776012997.809203,m3-10,30.4917,0.2441,998.637
1776013002.807502,m3-12,30.4646,0.4883,998.157
1776013002.81008,m3-14,30.3917,0.4883,997.9028
1776013002.811394,m3-11,30.3646,0.7324,999.0461
1776013002.814945,m3-13,29.2083,0.4883,999.3682
1776013002.816729,m3-10,30.5479,0.4883,998.5027
1776013007.806694,m3-13,29.2125,0.2441,999.2283
1776013007.808552,m3-10,30.5417,0.2441,998.4968
1776013007.815085,m3-12,30.5417,0.2441,998.2063
1776013007.817686,m3-14,30.3687,0.2441,997.8784
1776013007.819082,m3-11,30.3417,0.2441,999.1418
1776013012.809428,m3-14,30.3708,0.4883,998.0232
1776013012.81062,m3-11,30.3792,0.7324,999.1042
1776013012.814275,m3-13,29.2021,0.4883,999.3398
1776013012.816075,m3-10,30.5021,0.4883,998.573
1776013012.822716,m3-12,30.4917,0.4883,998.0793
1776013017.814364,m3-12,30.4854,0.2441,998.2639
1776013017.816918,m3-14,30.3875,0.2441,997.9675
1776013017.818423,m3-11,30.3646,0.2441,999.0039
1776013017.82189,m3-13,29.225,0.2441,999.3767
1776013017.823652,m3-10,30.5188,0.2441,998.6091
1776013022.822089,m3-12,30.5292,0.4883,998.2195
1776013022.824663,m3-14,30.4042,0.4883,997.9624
1776013022.826214,m3-11,30.3604,0.7324,999.0752
1776013022.829701,m3-13,29.2354,0.4883,999.5085
1776013022.831222,m3-10,30.5437,0.4883,998.5244
1776013027.821345,m3-13,29.2292,0.2441,999.2991
1776013027.823026,m3-10,30.5437,0.2441,998.6167
1776013027.829548,m3-12,30.5125,0.2441,998.2708
1776013027.832101,m3-14,30.3687,0.2441,997.9207
1776013027.833832,m3-11,30.3771,0.4883,999.0286
1776013032.823858,m3-14,30.4021,0.4883,997.9756
1776013032.825539,m3-11,30.3792,0.7324,999.0293
1776013032.828993,m3-13,29.2063,0.4883,999.2573
1776013032.830608,m3-10,30.55,0.4883,998.5088
1776013032.837249,m3-12,30.5167,0.4883,998.1853
1776013037.828943,m3-12,30.5063,0.2441,998.2341
1776013037.831464,m3-14,30.4229,0.2441,997.9644
1776013037.833236,m3-11,30.3562,0.2441,998.9617
1776013037.836694,m3-13,29.2229,0.2441,999.3704
1776013037.838237,m3-10,30.5292,0.2441,998.5193
1776013042.836607,m3-12,30.5167,0.4883,998.1975
1776013042.839095,m3-14,30.3979,0.4883,997.9499
1776013042.84094,m3-11,30.3396,0.7324,999.0547
1776013042.844292,m3-13,29.2188,0.4883,999.3853
1776013042.845715,m3-10,30.5208,0.4883,998.7131
1776013047.836075,m3-13,29.2437,0.2441,999.3545
1776013047.83751,m3-10,30.5646,0.2441,998.4968
1776013047.84409,m3-12,30.5188,0.2441,998.1931
1776013047.846648,m3-14,30.4271,0.2441,997.8511
1776013047.848475,m3-11,30.3479,0.4883,999.0713
1776013052.838403,m3-14,30.3687,0.4883,997.9739
1776013052.840297,m3-11,30.3854,0.7324,999.0867
1776013052.843714,m3-13,29.2437,0.4883,999.4258
1776013052.845068,m3-10,30.5083,0.4883,998.678
1776013052.851734,m3-12,30.5104,0.4883,998.0701
1776013057.843429,m3-12,30.4979,0.2441,998.2947
1776013057.845904,m3-14,30.4104,0.2441,997.9094
1776013057.847969,m3-11,30.3521,0.2441,998.9272
1776013057.851346,m3-13,29.2375,0.2441,999.3821
1776013057.852719,m3-10,30.5375,0.2441,998.5366
1776013062.84432,m3-10,30.5083,0.4883,998.3835
1776013062.850937,m3-12,30.5437,0.4883,998.2622
1776013062.853563,m3-14,30.3958,0.4883,997.8796
1776013062.855665,m3-11,30.3521,0.7324,999.1655
1776013062.858971,m3-13,29.2292,0.4883,999.2898
1776013067.850612,m3-13,29.2208,0.2441,999.3372
1776013067.851739,m3-10,30.5125,0.2441,998.322
1776013067.858653,m3-12,30.5396,0.2441,998.0166
1776013067.861142,m3-14,30.375,0.2441,997.9644
1776013067.863205,m3-11,30.4167,0.4883,999.0742
1776013072.852901,m3-14,30.4146,0.4883,997.9929
1776013072.8551,m3-11,30.3854,0.7324,999.0444
1776013072.858298,m3-13,29.2417,0.4883,999.3848
1776013072.859383,m3-10,30.5083,0.4883,998.5679
1776013072.866293,m3-12,30.4812,0.4883,998.1626
1776013077.858025,m3-12,30.5208,0.2441,998.2461
1776013077.860543,m3-14,30.4167,0.2441,997.8867
1776013077.862732,m3-11,30.3792,0.2441,999.063
1776013077.866133,m3-13,29.2396,0.2441,999.3962
1776013077.86703,m3-10,30.5542,0.2441,998.4194
1776013082.858768,m3-10,30.5188,0.4883,998.5266
1776013082.865583,m3-12,30.5333,0.4883,998.1802
1776013082.868115,m3-14,30.4062,0.4883,997.9551
1776013082.870435,m3-11,30.4,0.7324,999.0425
1776013082.873755,m3-13,29.2583,0.4883,999.2988
1776013087.865426,m3-13,29.2208,0.2441,999.2556
1776013087.866228,m3-10,30.5437,0.2441,998.4595
1776013087.873231,m3-12,30.5229,0.2441,998.1856
1776013087.87579,m3-14,30.4021,0.2441,997.8555
1776013087.878009,m3-11,30.3833,0.2441,999.1428
1776013092.867336,m3-14,30.3875,0.4883,997.9197
1776013092.8698,m3-11,30.4333,0.7324,999.1401
1776013092.873022,m3-13,29.2104,0.4883,999.4678
1776013092.873865,m3-10,30.5083,0.4883,998.5054
1776013092.880659,m3-12,30.5104,0.4883,998.2341
1776013097.87255,m3-12,30.5521,0.2441,998.1526
1776013097.875036,m3-14,30.3979,0.2441,998.0332
1776013097.877382,m3-11,30.4083,0.4883,999.156
1776013097.880724,m3-13,29.2771,0.2441,999.3813
1776013097.881552,m3-10,30.5208,0.2441,998.501
1776013102.87253,m3-13,29.25,0.4883,999.3379
1776013102.87312,m3-10,30.5083,0.4883,998.4565
1776013102.880075,m3-12,30.4792,0.4883,998.1589
1776013102.882592,m3-14,30.3917,0.4883,997.9004
1776013102.885099,m3-11,30.3958,0.7324,998.9546
1776013107.876804,m3-11,30.3813,0.4883,999.1003
1776013107.880155,m3-13,29.2333,0.2441,999.3149
1776013107.880633,m3-10,30.5229,0.2441,998.5161
1776013107.887786,m3-12,30.5333,0.2441,998.227
1776013107.89016,m3-14,30.4,0.2441,997.9746
1776013112.879364,m3-12,30.5458,0.4883,998.1394
1776013112.881858,m3-14,30.4104,0.4883,997.9153
1776013112.884449,m3-11,30.3938,0.7324,999.0649
1776013112.887805,m3-13,29.2396,0.4883,999.3616
1776013112.888287,m3-10,30.5125,0.4883,998.6448
1776013117.887042,m3-12,30.5146,0.2441,998.2678
1776013117.889527,m3-14,30.4021,0.2441,997.9282
1776013117.892146,m3-11,30.3979,0.4883,999.1094
1776013117.895453,m3-13,29.2563,0.2441,999.3291
1776013117.895901,m3-10,30.575,0.2441,998.5364
1776013122.887105,m3-13,29.2625,0.4883,999.3042
1776013122.887666,m3-10,30.6146,0.4883,998.5762
1776013122.894639,m3-12,30.5688,0.4883,998.2551
1776013122.897068,m3-14,30.4292,0.4883,998.0227
1776013122.899664,m3-11,30.4333,0.7324,999.1189
1776013127.888861,m3-14,30.4125,0.2441,997.8545
1776013127.891312,m3-11,30.4083,0.4883,999.1487
1776013127.894765,m3-13,29.2521,0.2441,999.2305
1776013127.895255,m3-10,30.5417,0.2441,998.4692
1776013127.90218,m3-12,30.5396,0.2441,998.3032
1776013132.893968,m3-12,30.55,0.4883,998.2192
1776013132.896312,m3-14,30.4042,0.4883,998.0156
1776013132.8992,m3-11,30.4229,0.7324,999.1209
1776013132.902529,m3-13,29.2333,0.4883,999.4065
1776013132.903009,m3-10,30.5146,0.4883,998.4412
1776013137.894254,m3-13,29.2458,0.2441,999.3396
1776013137.894787,m3-10,30.5417,0.2441,998.5427
1776013137.901586,m3-12,30.5375,0.2441,998.1523
1776013137.904017,m3-14,30.4438,0.2441,998.0564
1776013137.906888,m3-11,30.4208,0.7324,999.1013
1776013142.89857,m3-11,30.4125,0.4883,999.1543
1776013142.901843,m3-13,29.2312,0.4883,999.3655
1776013142.902354,m3-10,30.5229,0.2441,998.5967
1776013142.909127,m3-12,30.5271,0.4883,998.1162
1776013142.911554,m3-14,30.4667,0.2441,998.0537
1776013147.900872,m3-12,30.55,0.2441,998.1509
1776013147.903254,m3-14,30.4292,0.2441,997.9937
1776013147.906287,m3-11,30.4021,0.4883,999.1394
1776013147.909441,m3-13,29.2563,0.2441,999.3923
1776013147.909938,m3-10,30.5625,0.2441,998.4863
1776013152.90842,m3-12,30.5312,0.4883,998.2092
1776013152.910929,m3-14,30.4271,0.4883,997.9441
1776013152.91399,m3-11,30.425,0.7324,999.1257
1776013152.917001,m3-13,29.2604,0.4883,999.2981
1776013152.917797,m3-10,30.5312,0.4883,998.595
1776013157.905671,m3-11,30.4396,0.2441,999.0608
1776013157.908807,m3-13,29.2375,0.2441,999.4302
1776013157.909228,m3-10,30.5625,0.2441,998.5554
1776013157.915967,m3-12,30.5458,0.2441,998.0613
1776013157.918453,m3-14,30.4229,0.2441,998.0049
1776013162.91022,m3-14,30.4271,0.2441,997.9085
1776013162.913408,m3-11,30.4042,0.4883,999.0881
1776013162.916577,m3-10,30.5562,0.4883,998.5476
1776013162.916975,m3-13,29.2729,0.4883,999.3484
1776013162.923546,m3-12,30.5021,0.4883,998.1279
1776013167.915338,m3-12,30.5417,0.4883,998.1531
1776013167.917739,m3-14,30.3854,0.2441,998.0537
1776013167.921054,m3-11,30.4438,0.4883,999.011
1776013167.924181,m3-10,30.5979,0.2441,998.7253
1776013167.924547,m3-13,29.2458,0.2441,999.4202
1776013172.915848,m3-10,30.5833,0.4883,998.459
1776013172.916282,m3-13,29.2521,0.4883,999.3799
1776013172.922923,m3-12,30.5271,0.4883,998.2141
1776013172.925427,m3-14,30.4271,0.4883,997.9937
1776013172.928707,m3-11,30.4125,0.7324,999.0476
