node_id,step,time_s,temperature,luminosity,pressure,delta_v,mean_pwr_mw,action,action_label,aoi,energy_mj
m3-11,111,555.17,30.3312,0.4883,999.0376,0,114.4,1,wait,20,0.573
m3-11,112,560.17,30.3438,0.7324,999.0659,0,117.37,1,wait,20,0.587
m3-11,113,565.18,30.3354,0.4883,999.0488,0,114.34,1,wait,20,0.573
m3-11,114,570.17,30.3438,0.7324,999.01,0,117.45,1,wait,20,0.586
m3-11,115,575.18,30.3292,0.4883,999.0754,0,114.23,1,wait,20,0.572
m3-11,116,580.19,30.3479,0.7324,999.085,0,117.55,1,wait,20,0.589
m3-11,117,585.2,30.35,0.4883,999.0488,0,114.18,1,wait,20,0.572
m3-11,118,590.19,30.3583,0.7324,998.9641,0,117.6,1,wait,20,0.587
m3-11,119,595.2,30.3667,0.4883,998.9434,0,114.07,1,wait,20,0.571
m3-11,120,600.2,30.3375,0.7324,999.0715,0,117.7,1,wait,20,0.588
m3-11,121,605.21,30.375,0.4883,999.0498,0,114.01,1,wait,20,0.571
m3-11,122,610.2,30.3521,0.7324,999.0527,0,117.61,1,wait,20,0.587
m3-11,123,615.21,30.3708,0.2441,999.0644,0,114.22,1,wait,20,0.572
m3-11,124,620.22,30.3646,0.7324,999.0156,0,117.58,1,wait,20,0.589
m3-11,125,625.23,30.3271,0.4883,999.116,0,114.18,1,wait,20,0.572
m3-11,126,630.22,30.3625,0.7324,999.0986,0,117.61,1,wait,20,0.587
m3-11,127,635.23,30.3708,0.4883,999.0696,0,114.06,1,wait,20,0.571
m3-11,128,640.23,30.3625,0.7324,999.0625,0,117.72,1,wait,20,0.589
m3-11,129,645.24,30.3729,0.2441,999.0005,0,113.98,1,wait,20,0.571
m3-11,130,650.23,30.35,0.7324,999.0403,0,117.74,1,wait,20,0.588
m3-11,131,655.24,30.3521,0.4883,999.074,0,113.9,1,wait,20,0.571
m3-11,132,660.25,30.3646,0.7324,999.0461,0,117.86,1,wait,20,0.59
m3-11,133,665.26,30.3417,0.2441,999.1418,0,113.8,1,wait,20,0.57
m3-11,134,670.25,30.3792,0.7324,999.1042,0,117.9,1,wait,20,0.588
m3-11,135,675.26,30.3646,0.2441,999.0039,0,113.7,1,wait,20,0.57
m3-11,136,680.26,30.3604,0.7324,999.0752,0,118.02,1,wait,20,0.59
m3-11,137,685.27,30.3771,0.4883,999.0286,0,113.65,1,wait,20,0.569
m3-11,138,690.26,30.3792,0.7324,999.0293,0,117.93,1,wait,20,0.588
m3-11,139,695.27,30.3562,0.2441,998.9617,0,113.88,1,wait,20,0.571
m3-11,140,700.28,30.3396,0.7324,999.0547,0,117.85,1,wait,20,0.59
m3-11,141,705.29,30.3479,0.4883,999.0713,0,113.8,1,wait,20,0.57
m3-11,142,710.28,30.3854,0.7324,999.0867,0,117.93,1,wait,20,0.588
m3-11,143,715.28,30.3521,0.2441,998.9272,0,113.72,1,wait,20,0.569
m3-11,144,720.29,30.3521,0.7324,999.1655,0,118.03,1,wait,20,0.591
m3-11,145,725.3,30.4167,0.4883,999.0742,0,113.64,1,wait,20,0.569
m3-11,146,730.29,30.3854,0.7324,999.0444,0,118.09,1,wait,20,0.589
m3-11,147,735.3,30.3792,0.2441,999.063,0,113.56,1,wait,20,0.569
m3-11,148,740.31,30.4,0.7324,999.0425,0,118.19,1,wait,20,0.592
m3-11,149,745.32,30.3833,0.2441,999.1428,0,113.43,1,wait,20,0.568
m3-11,150,750.31,30.4333,0.7324,999.1401,0,118.25,1,wait,20,0.59
m3-11,151,755.31,30.4083,0.4883,999.156,0,113.39,1,wait,20,0.567
m3-11,152,760.32,30.3958,0.7324,998.9546,0,118.34,1,wait,20,0.593
m3-11,153,765.31,30.3812,0.4883,999.1003,0,113.43,1,wait,20,0.566
m3-11,154,770.32,30.3938,0.7324,999.0649,0,118.12,1,wait,20,0.592
m3-11,155,775.33,30.3979,0.4883,999.1094,0,113.56,1,wait,20,0.569
m3-11,156,780.34,30.4333,0.7324,999.1189,0,118.18,1,wait,20,0.592
m3-11,157,785.33,30.4083,0.4883,999.1487,0,113.45,1,wait,20,0.566
m3-11,158,790.34,30.4229,0.7324,999.1209,0,118.29,1,wait,20,0.593
m3-11,159,795.34,30.4208,0.7324,999.1013,0,113.37,1,wait,20,0.567
m3-11,160,800.34,30.4125,0.4883,999.1543,0,118.31,1,wait,20,0.592
m3-11,161,805.34,30.4021,0.4883,999.1394,0,113.42,1,wait,20,0.567
m3-11,162,810.35,30.425,0.7324,999.1257,0,118.28,1,wait,20,0.593
m3-11,163,815.34,30.4396,0.2441,999.0608,0,113.46,1,wait,20,0.566
m3-11,164,820.35,30.4042,0.4883,999.0881,0,118.14,1,wait,20,0.592
m3-11,165,825.36,30.4438,0.4883,999.011,0,113.58,1,wait,20,0.569
m3-11,166,830.37,30.4125,0.7324,999.0476,0,118.05,1,wait,20,0.591
m3-12,1,4.79,30.0958,0.2441,998.1941,0,118.19,1,wait,2,0.565
m3-12,2,9.8,30.1146,0.4883,998.1821,0,117.19,1,wait,3,0.587
m3-12,3,14.8,30.1229,0.2441,998.1772,0,118.74,1,wait,4,0.594
m3-12,4,19.81,30.1271,0.4883,998.0855,0,117.28,1,wait,5,0.588
m3-12,5,24.8,30.1271,0.2441,998.0745,0,118.73,1,wait,6,0.592
m3-12,6,29.81,30.1208,0.4883,998.1296,0,117.24,1,wait,7,0.587
m3-12,7,34.82,30.1396,0.2441,998.0796,0,118.66,1,wait,8,0.594
m3-12,8,39.81,30.1417,0.4883,998.1577,0,117.32,1,wait,9,0.585
m3-12,9,44.82,30.1208,0.2441,998.1965,0,118.61,1,wait,10,0.594
m3-12,10,49.83,30.1438,0.4883,998.2498,0,117.32,1,wait,11,0.588
m3-12,11,54.82,30.1896,0.2441,998.1467,0,118.62,1,wait,12,0.592
m3-12,12,59.82,30.1604,0.4883,998.2864,0,117.29,1,wait,13,0.586
m3-12,13,64.83,30.1938,0.2441,998.1228,0,118.58,1,wait,14,0.594
m3-12,14,69.84,30.1646,0.4883,998.2014,0,117.33,1,wait,15,0.588
m3-12,15,74.83,30.1604,0.2441,998.1101,0,118.48,1,wait,16,0.591
m3-12,16,79.84,30.1833,0.4883,998.1997,0,117.37,1,wait,17,0.588
m3-12,17,84.85,30.2271,0.2441,998.1663,0,118.52,1,wait,18,0.594
m3-12,18,89.84,30.2146,0.4883,998.1709,0,117.36,1,wait,19,0.586
m3-12,19,94.85,30.2167,0.2441,998.2512,0,118.52,1,wait,20,0.594
m3-12,20,99.85,30.2458,0.4883,998.1724,0,117.43,1,wait,20,0.587
m3-12,21,104.86,30.2333,0.2441,998.1753,0,118.38,1,wait,20,0.593
m3-12,22,109.85,30.2042,0.4883,998.1221,0,117.54,1,wait,20,0.587
m3-12,23,114.86,30.2271,0.2441,998.2165,0,118.43,1,wait,20,0.593
m3-12,24,119.87,30.2354,0.4883,998.1455,0,117.68,1,wait,20,0.59
m3-12,25,124.86,30.2354,0.2441,998.147,0,118.29,1,wait,20,0.59
m3-12,26,129.87,30.2312,0.4883,998.0244,0,117.71,1,wait,20,0.59
m3-12,27,134.88,30.2688,0.2441,998.126,0,118.04,1,wait,20,0.591
m3-12,28,139.88,30.2833,0.4883,998.27,0,117.87,1,wait,20,0.589
m3-12,29,144.87,30.2812,0.2441,998.2644,0,118.18,1,wait,20,0.59
m3-12,30,149.88,30.3021,0.4883,998.0574,0,117.74,1,wait,20,0.59
m3-12,31,154.89,30.2396,0.2441,998.0732,0,118.05,1,wait,20,0.591
m3-12,32,159.9,30.2625,0.4883,998.1531,0,117.87,1,wait,20,0.591
m3-12,33,164.89,30.2812,0.2441,998.1997,0,118.04,1,wait,20,0.589
m3-12,34,169.9,30.2958,0.4883,998.1006,0,117.95,1,wait,20,0.591
m3-12,35,174.9,30.2625,0.2441,998.1418,0,117.96,1,wait,20,0.59
m3-12,36,179.91,30.2688,0.4883,998.0501,0,117.98,1,wait,20,0.591
m3-12,37,184.9,30.3083,0.2441,998.1028,0,118.0,1,wait,20,0.589
m3-12,38,189.91,30.2792,0.4883,998.1433,0,117.98,1,wait,20,0.591
m3-12,39,194.92,30.2854,0.2441,998.1436,0,117.94,1,wait,20,0.591
m3-12,40,199.93,30.2854,0.4883,998.1309,0,117.99,1,wait,20,0.591
m3-12,41,204.92,30.3417,0.2441,998.1187,0,117.87,1,wait,20,0.588
m3-12,42,209.93,30.3375,0.4883,998.2092,0,118.05,1,wait,20,0.591
m3-12,43,214.93,30.3333,0.2441,998.2158,0,117.87,1,wait,20,0.589
m3-12,44,219.94,30.3396,0.4883,998.0801,0,118.05,1,wait,20,0.591
m3-12,45,224.93,30.3292,0.2441,998.1587,0,117.92,1,wait,20,0.588
m3-12,46,229.94,30.3292,0.4883,998.032,0,118.11,1,wait,20,0.592
m3-12,47,234.95,30.3146,0.2441,998.165,0,117.84,1,wait,20,0.59
m3-12,48,239.96,30.3188,0.4883,998.0225,0,118.13,1,wait,20,0.592
m3-12,49,244.95,30.3083,0.2441,998.2454,0,117.79,1,wait,20,0.588
m3-12,50,249.95,30.2979,0.4883,998.1623,0,118.14,1,wait,20,0.591
m3-12,51,254.96,30.3333,0.2441,998.1499,0,117.82,1,wait,20,0.59
m3-12,52,259.95,30.3458,0.4883,998.3328,0,118.12,1,wait,20,0.589
m3-12,53,264.96,30.3896,0.2441,998.0349,0,117.74,1,wait,20,0.59
m3-12,54,269.97,30.3146,0.4883,998.0906,0,118.2,1,wait,20,0.592
m3-12,55,274.98,30.3667,0.2441,998.137,0,117.7,1,wait,20,0.59
m3-12,56,279.97,30.35,0.4883,998.1919,0,118.23,1,wait,20,0.59
m3-12,57,284.98,30.3479,0.2441,998.1279,0,117.73,1,wait,20,0.59
m3-12,58,289.98,30.3333,0.4883,998.0791,0,118.26,1,wait,20,0.591
m3-12,59,294.98,30.3312,0.2441,998.1362,0,117.73,1,wait,20,0.589
m3-12,60,299.98,30.3812,0.4883,998.2158,0,118.29,1,wait,20,0.591
m3-12,61,304.99,30.3958,0.2441,998.2144,0,117.64,1,wait,20,0.589
m3-12,62,310.0,30.3958,0.4883,998.0501,0,118.33,1,wait,20,0.593
m3-12,63,314.99,30.3458,0.2441,998.176,0,117.66,1,wait,20,0.587
m3-12,64,320.0,30.3833,0.4883,998.2283,0,118.33,1,wait,20,0.593
m3-12,65,325.01,30.3917,0.2441,998.1985,0,117.61,1,wait,20,0.589
m3-12,66,330.01,30.3854,0.4883,998.1792,0,118.31,1,wait,20,0.592
m3-12,67,335.0,30.3896,0.2441,998.083,0,117.55,1,wait,20,0.587
m3-12,68,340.01,30.3417,0.4883,998.1689,0,118.38,1,wait,20,0.593
m3-12,69,345.02,30.4042,0.2441,998.1475,0,117.53,1,wait,20,0.589
m3-12,70,350.03,30.4,0.4883,998.189,0,118.64,1,wait,20,0.594
m3-12,71,355.02,30.3938,0.2441,998.1301,0,117.32,1,wait,20,0.585
m3-12,72,360.03,30.3875,0.4883,998.0906,0,118.59,1,wait,20,0.594
m3-12,73,365.03,30.3771,0.2441,998.1052,0,117.31,1,wait,20,0.587
m3-12,74,370.04,30.3896,0.4883,998.1284,0,118.63,1,wait,20,0.594
m3-12,75,375.03,30.3854,0.2441,998.1929,0,117.31,1,wait,20,0.585
m3-12,76,380.04,30.4312,0.4883,998.1348,0,118.64,1,wait,20,0.594
m3-12,77,385.05,30.3979,0.2441,998.0891,0,117.16,1,wait,20,0.587
m3-12,78,390.06,30.3917,0.4883,998.1716,0,118.76,1,wait,20,0.595
m3-12,79,395.05,30.4396,0.2441,998.2446,0,117.13,1,wait,20,0.584
m3-12,80,400.06,30.4146,0.4883,998.2405,0,118.86,1,wait,20,0.596
m3-12,81,405.06,30.4417,0.2441,998.1113,0,117.11,1,wait,20,0.586
m3-12,82,410.07,30.4062,0.4883,998.2058,0,118.92,1,wait,20,0.596
m3-12,83,415.06,30.4396,0.2441,998.1047,0,117.12,1,wait,20,0.584
m3-12,84,420.07,30.4208,0.4883,998.0769,0,118.9,1,wait,20,0.596
m3-12,85,425.08,30.3917,0.2441,998.1321,0,117.09,1,wait,20,0.587
m3-12,86,430.09,30.4167,0.4883,998.0623,0,118.92,1,wait,20,0.596
m3-12,87,435.08,30.4188,0.2441,998.1169,0,116.99,1,wait,20,0.584
m3-12,88,440.08,30.3979,0.4883,998.1392,0,118.97,1,wait,20,0.595
m3-12,89,445.09,30.3958,0.2441,998.2749,0,116.99,1,wait,20,0.586
m3-12,90,450.1,30.4688,0.4883,998.1716,0,118.95,1,wait,20,0.596
m3-12,91,455.09,30.425,0.2441,998.2688,0,117.0,1,wait,20,0.584
m3-12,92,460.1,30.45,0.4883,998.0295,0,119.0,1,wait,20,0.596
m3-12,93,465.11,30.4167,0.2441,998.1084,0,116.94,1,wait,20,0.586
m3-12,94,470.11,30.4333,0.4883,998.1028,0,119.08,1,wait,20,0.595
m3-12,95,475.11,30.4104,0.2441,998.1431,0,116.93,1,wait,20,0.585
m3-12,96,480.11,30.4458,0.4883,998.1677,0,119.03,1,wait,20,0.595
m3-12,97,485.12,30.4625,0.2441,998.1816,0,116.91,1,wait,20,0.586
m3-12,98,490.13,30.4188,0.4883,998.2234,0,119.03,1,wait,20,0.596
m3-12,99,495.12,30.4458,0.2441,998.2759,0,116.85,1,wait,20,0.583
m3-12,100,500.13,30.4833,0.4883,998.208,0,119.11,1,wait,20,0.597
m3-12,101,505.14,30.4438,0.2441,998.1741,0,116.84,1,wait,20,0.585
m3-12,102,510.14,30.4542,0.4883,998.1934,0,119.15,1,wait,20,0.596
m3-12,103,515.14,30.4646,0.2441,998.2095,0,116.86,1,wait,20,0.584
m3-12,104,520.14,30.4688,0.4883,998.23,0,119.13,1,wait,20,0.596
m3-12,105,525.15,30.4771,0.2441,998.0769,0,116.82,1,wait,20,0.585
m3-12,106,530.16,30.4354,0.4883,998.1418,0,119.22,1,wait,20,0.597
m3-12,107,535.15,30.4625,0.2441,998.1291,0,116.76,1,wait,20,0.583
m3-12,108,540.16,30.4854,0.4883,998.2034,0,119.23,1,wait,20,0.597
m3-12,109,545.16,30.4646,0.2441,998.1416,0,116.76,1,wait,20,0.584
m3-12,110,550.17,30.4646,0.4883,998.1772,0,119.18,1,wait,20,0.597
m3-12,111,555.16,30.4688,0.2441,998.2344,0,116.75,1,wait,20,0.583
m3-12,112,560.17,30.4854,0.4883,998.2312,0,119.29,1,wait,20,0.598
m3-12,113,565.18,30.4875,0.2441,998.2073,0,116.71,1,wait,20,0.585
m3-12,114,570.19,30.4708,0.4883,998.1892,0,119.53,1,wait,20,0.599
m3-12,115,575.18,30.4646,0.2441,998.3303,0,116.5,1,wait,20,0.581
m3-12,116,580.19,30.5,0.4883,998.0747,0,119.44,1,wait,20,0.598
m3-12,117,585.19,30.4792,0.2441,998.1338,0,116.33,1,wait,20,0.582
m3-12,118,590.2,30.4771,0.4883,998.2351,0,119.63,1,wait,20,0.599
m3-12,119,595.19,30.4688,0.2441,998.2026,0,116.42,1,wait,20,0.581
m3-12,120,600.2,30.4938,0.4883,998.1204,0,119.52,1,wait,20,0.599
m3-12,121,605.21,30.4562,0.2441,998.2832,0,116.25,1,wait,20,0.582
m3-12,122,610.22,30.4958,0.4883,998.3074,0,119.7,1,wait,20,0.6
m3-12,123,615.21,30.5062,0.2441,998.2664,0,116.3,1,wait,20,0.58
m3-12,124,620.22,30.5062,0.4883,998.1711,0,119.7,1,wait,20,0.6
m3-12,125,625.22,30.4875,0.2441,998.272,0,116.22,1,wait,20,0.581
m3-12,126,630.23,30.5188,0.4883,998.1863,0,119.79,1,wait,20,0.6
m3-12,127,635.22,30.5,0.2441,998.2144,0,116.18,1,wait,20,0.58
m3-12,128,640.23,30.5104,0.4883,998.2217,0,119.77,1,wait,20,0.6
m3-12,129,645.24,30.5,0.2441,998.2253,0,116.18,1,wait,20,0.582
m3-12,130,650.25,30.5083,0.4883,997.9478,0,119.74,1,wait,20,0.6
m3-12,131,655.24,30.4208,0.2441,998.1467,0,116.13,1,wait,20,0.579
m3-12,132,660.24,30.4646,0.4883,998.157,0,119.88,1,wait,20,0.599
m3-12,133,665.25,30.5417,0.2441,998.2063,0,116.14,1,wait,20,0.582
m3-12,134,670.26,30.4917,0.4883,998.0793,0,119.89,1,wait,20,0.601
m3-12,135,675.25,30.4854,0.2441,998.2639,0,116.14,1,wait,20,0.58
m3-12,136,680.26,30.5292,0.4883,998.2195,0,119.87,1,wait,20,0.601
m3-12,137,685.27,30.5125,0.2441,998.2708,0,116.11,1,wait,20,0.582
m3-12,138,690.27,30.5167,0.4883,998.1853,0,119.94,1,wait,20,0.6
m3-12,139,695.27,30.5062,0.2441,998.2341,0,116.02,1,wait,20,0.58
m3-12,140,700.27,30.5167,0.4883,998.1975,0,119.97,1,wait,20,0.6
m3-12,141,705.28,30.5188,0.2441,998.1931,0,116.03,1,wait,20,0.581
m3-12,142,710.29,30.5104,0.4883,998.0701,0,119.9,1,wait,20,0.601
m3-12,143,715.28,30.4979,0.2441,998.2947,0,116.02,1,wait,20,0.579
m3-12,144,720.29,30.5438,0.4883,998.2622,0,120.02,2,transmit,1,0.601
m3-12,145,725.3,30.5396,0.2441,998.0166,0,115.99,1,wait,2,0.581
m3-12,146,730.3,30.4812,0.4883,998.1626,0,120.09,2,transmit,1,0.6
m3-12,147,735.3,30.5208,0.2441,998.2461,0,115.98,1,wait,2,0.58
m3-12,148,740.3,30.5333,0.4883,998.1802,0,120.02,2,transmit,1,0.6
m3-12,149,745.31,30.5229,0.2441,998.1856,0,115.94,1,wait,2,0.581
m3-12,150,750.32,30.5104,0.4883,998.2341,0,120.04,2,transmit,1,0.601
m3-12,151,755.31,30.5521,0.2441,998.1526,0,115.87,1,wait,2,0.578
m3-12,152,760.32,30.4792,0.4883,998.1589,0,120.12,2,transmit,1,0.602
m3-12,153,765.32,30.5333,0.2441,998.227,0,115.85,1,wait,2,0.579
m3-12,154,770.32,30.5458,0.4883,998.1394,0,120.09,2,transmit,1,0.6
m3-12,155,775.32,30.5146,0.2441,998.2678,0,115.88,1,wait,2,0.579
m3-12,156,780.33,30.5688,0.4883,998.2551,0,120.11,2,transmit,1,0.602
m3-12,157,785.34,30.5396,0.2441,998.3032,0,115.82,1,wait,2,0.58
m3-12,158,790.33,30.55,0.4883,998.2192,0,120.31,2,transmit,1,0.6
m3-12,159,795.34,30.5375,0.2441,998.1523,0,115.79,1,wait,2,0.58
m3-12,160,800.35,30.5271,0.4883,998.1162,0,120.28,2,transmit,1,0.603
m3-12,161,805.34,30.55,0.2441,998.1509,0,115.68,1,wait,2,0.577
m3-12,162,810.35,30.5312,0.4883,998.2092,0,120.26,2,transmit,1,0.602
m3-12,163,815.35,30.5458,0.2441,998.0613,0,115.63,1,wait,2,0.578
m3-12,164,820.36,30.5021,0.4883,998.1279,0,120.34,2,transmit,1,0.603
m3-12,165,825.35,30.5417,0.4883,998.1531,0,115.61,1,wait,2,0.577
m3-12,166,830.36,30.5271,0.4883,998.2141,0,120.28,2,transmit,1,0.603
m3-13,1,4.79,28.8292,0.2441,999.2651,0,119.28,1,wait,2,0.57
m3-13,2,9.8,28.8583,0.4883,999.2832,0,117.87,1,wait,3,0.591
m3-13,3,14.81,28.8479,0.2441,999.2153,0,119.62,1,wait,4,0.599
m3-13,4,19.8,28.8625,0.4883,999.2812,0,118.22,1,wait,5,0.59
m3-13,5,24.81,28.8688,0.2441,999.2959,0,119.57,1,wait,6,0.599
m3-13,6,29.81,28.8875,0.4883,999.2996,0,118.16,1,wait,7,0.591
m3-13,7,34.82,28.8854,0.2441,999.3552,0,119.58,1,wait,8,0.599
m3-13,8,39.81,28.9042,0.4883,999.3162,0,118.33,1,wait,9,0.59
m3-13,9,44.82,28.9125,0.2441,999.272,0,119.62,1,wait,10,0.599
m3-13,10,49.83,28.8812,0.4883,999.3157,0,118.19,1,wait,11,0.592
m3-13,11,54.82,28.9229,0.2441,999.3166,0,119.46,1,wait,12,0.596
m3-13,12,59.83,28.9312,0.4883,999.2295,0,118.32,1,wait,13,0.593
m3-13,13,64.83,28.9271,0.2441,999.1711,0,119.5,1,wait,14,0.598
m3-13,14,69.83,28.8854,0.4883,999.2439,0,118.28,1,wait,15,0.591
m3-13,15,74.83,28.9333,0.2441,999.3433,0,119.4,1,wait,16,0.597
m3-13,16,79.84,28.95,0.4883,999.3538,0,118.44,1,wait,17,0.593
m3-13,17,84.85,28.9604,0.2441,999.3867,0,119.38,1,wait,18,0.598
m3-13,18,89.84,28.9625,0.4883,999.3462,0,118.37,1,wait,19,0.591
m3-13,19,94.85,28.975,0.2441,999.2881,0,119.37,1,wait,20,0.598
m3-13,20,99.86,28.9625,0.4883,999.3508,0,118.62,1,wait,20,0.594
m3-13,21,104.85,28.975,0.2441,999.3176,0,119.25,1,wait,20,0.595
m3-13,22,109.86,28.975,0.4883,999.2676,0,118.47,1,wait,20,0.594
m3-13,23,114.86,28.95,0.2441,999.3962,0,119.29,1,wait,20,0.596
m3-13,24,119.87,28.9958,0.4883,999.3228,0,118.81,1,wait,20,0.595
m3-13,25,124.86,28.9812,0.2441,999.2954,0,119.09,1,wait,20,0.594
m3-13,26,129.87,28.9812,0.4883,999.2468,0,118.52,1,wait,20,0.594
m3-13,27,134.88,28.9708,0.2441,999.2749,0,119.17,1,wait,20,0.597
m3-13,28,139.87,28.9917,0.4883,999.3674,0,118.61,1,wait,20,0.592
m3-13,29,144.88,29.025,0.2441,999.2942,0,119.25,1,wait,20,0.597
m3-13,30,149.89,28.9938,0.4883,999.342,0,118.6,1,wait,20,0.594
m3-13,31,154.89,29.0271,0.2441,999.3894,0,119.01,1,wait,20,0.595
m3-13,32,159.88,29.0354,0.4883,999.4451,0,118.73,1,wait,20,0.592
m3-13,33,164.89,29.0354,0.2441,999.3149,0,119.21,1,wait,20,0.597
m3-13,34,169.9,29.0167,0.4883,999.3733,0,118.69,1,wait,20,0.595
m3-13,35,174.91,29.0438,0.2441,999.3401,0,118.91,1,wait,20,0.596
m3-13,36,179.9,29.0417,0.4883,999.3618,0,118.77,1,wait,20,0.593
m3-13,37,184.91,29.0438,0.2441,999.3938,0,119.14,1,wait,20,0.597
m3-13,38,189.91,29.0458,0.4883,999.3704,0,118.85,1,wait,20,0.594
m3-13,39,194.92,29.0542,0.2441,999.4587,0,118.81,1,wait,20,0.595
m3-13,40,199.91,29.0792,0.4883,999.3025,0,118.84,1,wait,20,0.593
m3-13,41,204.92,29.0292,0.2441,999.3613,0,119.03,1,wait,20,0.596
m3-13,42,209.93,29.0292,0.4883,999.2942,0,118.98,1,wait,20,0.596
m3-13,43,214.94,29.0854,0.2441,999.3215,0,118.8,1,wait,20,0.595
m3-13,44,219.93,29.0458,0.4883,999.4304,0,118.9,1,wait,20,0.593
m3-13,45,224.94,29.0729,0.2441,999.344,0,118.92,1,wait,20,0.596
m3-13,46,229.94,29.0625,0.4883,999.4058,0,119.13,1,wait,20,0.596
m3-13,47,234.95,29.0917,0.2441,999.2205,0,118.77,1,wait,20,0.595
m3-13,48,239.94,29.0479,0.4883,999.2498,0,118.99,1,wait,20,0.594
m3-13,49,244.95,29.05,0.2441,999.3457,0,118.79,1,wait,20,0.595
m3-13,50,249.96,29.0875,0.4883,999.2476,0,119.19,1,wait,20,0.597
m3-13,51,254.95,29.0708,0.2441,999.2576,0,118.85,1,wait,20,0.593
m3-13,52,259.96,29.0792,0.4883,999.4175,0,119.02,1,wait,20,0.596
m3-13,53,264.97,29.1208,0.2441,999.2129,0,118.66,1,wait,20,0.594
m3-13,54,269.97,29.0688,0.4883,999.3296,0,119.23,1,wait,20,0.596
m3-13,55,274.97,29.0771,0.2441,999.2573,0,118.76,1,wait,20,0.594
m3-13,56,279.97,29.0646,0.4883,999.1926,0,119.14,1,wait,20,0.596
