node_id,step,time_s,temperature,luminosity,pressure,delta_v,mean_pwr_mw,action,action_label,aoi,energy_mj
m3-13,57,284.98,29.0646,0.2441,999.27,0,118.52,1,wait,20,0.594
m3-13,58,289.97,29.1167,0.4883,999.281,0,119.07,1,wait,20,0.594
m3-13,59,294.98,29.1,0.2441,999.1514,0,118.82,1,wait,20,0.595
m3-13,60,299.99,29.1271,0.4883,999.3164,0,119.27,1,wait,20,0.598
m3-13,61,304.99,29.125,0.2441,999.4014,0,118.52,1,wait,20,0.593
m3-13,62,309.99,29.0771,0.4883,999.3772,0,119.15,1,wait,20,0.596
m3-13,63,314.99,29.1083,0.2441,999.4148,0,118.64,1,wait,20,0.593
m3-13,64,320.0,29.1479,0.4883,999.2869,0,119.43,1,wait,20,0.598
m3-13,65,324.99,29.1042,0.2441,999.458,0,118.53,1,wait,20,0.591
m3-13,66,330.0,29.1438,0.4883,999.3154,0,119.25,1,wait,20,0.597
m3-13,67,335.01,29.1417,0.2441,999.1245,0,118.54,1,wait,20,0.594
m3-13,68,340.02,29.0646,0.4883,999.2744,0,119.47,1,wait,20,0.599
m3-13,69,345.01,29.1229,0.2441,999.2588,0,118.47,1,wait,20,0.591
m3-13,70,350.02,29.1167,0.4883,999.3337,0,119.45,1,wait,20,0.598
m3-13,71,355.02,29.1354,0.2441,999.28,0,118.39,1,wait,20,0.592
m3-13,72,360.03,29.1188,0.4883,999.3843,0,119.48,1,wait,20,0.599
m3-13,73,365.02,29.1521,0.2441,999.3377,0,118.38,1,wait,20,0.591
m3-13,74,370.03,29.1125,0.4883,999.2437,0,119.63,1,wait,20,0.599
m3-13,75,375.04,29.1521,0.2441,999.2205,0,118.29,1,wait,20,0.593
m3-13,76,380.05,29.1375,0.4883,999.2629,0,119.5,1,wait,20,0.599
m3-13,77,385.04,29.1417,0.2441,999.3345,0,118.26,1,wait,20,0.59
m3-13,78,390.05,29.1583,0.4883,999.4512,0,119.76,1,wait,20,0.6
m3-13,79,395.05,29.1979,0.2441,999.2822,0,118.26,1,wait,20,0.591
m3-13,80,400.06,29.1458,0.4883,999.2808,0,119.58,1,wait,20,0.599
m3-13,81,405.05,29.1479,0.2441,999.3149,0,118.22,1,wait,20,0.59
m3-13,82,410.06,29.1646,0.4883,999.3442,0,119.67,1,wait,20,0.6
m3-13,83,415.07,29.1667,0.2441,999.2627,0,118.26,1,wait,20,0.592
m3-13,84,420.08,29.1479,0.4883,999.3872,0,119.68,1,wait,20,0.6
m3-13,85,425.07,29.1771,0.2441,999.323,0,117.86,1,wait,20,0.588
m3-13,86,430.07,29.1688,0.4883,999.3701,0,119.87,1,wait,20,0.599
m3-13,87,435.08,29.2,0.2441,999.1968,0,118.21,1,wait,20,0.592
m3-13,88,440.09,29.1417,0.4883,999.2329,0,119.82,1,wait,20,0.6
m3-13,89,445.08,29.1562,0.2441,999.2146,0,117.9,1,wait,20,0.588
m3-13,90,450.09,29.1688,0.4883,999.3638,0,119.72,1,wait,20,0.6
m3-13,91,455.1,29.1938,0.2441,999.3127,0,118.09,1,wait,20,0.592
m3-13,92,460.11,29.1688,0.4883,999.3479,0,120.02,2,transmit,1,0.601
m3-13,93,465.1,29.1917,0.2441,999.3242,0,117.88,1,wait,2,0.588
m3-13,94,470.1,29.2,0.4883,999.2314,0,119.73,1,wait,3,0.599
m3-13,95,475.11,29.1438,0.2441,999.2649,0,117.93,1,wait,4,0.591
m3-13,96,480.12,29.1562,0.4883,999.3115,0,120.17,2,transmit,1,0.602
m3-13,97,485.11,29.1917,0.2441,999.3755,0,117.84,1,wait,2,0.588
m3-13,98,490.12,29.1917,0.4883,999.1018,0,119.83,1,wait,3,0.6
m3-13,99,495.13,29.1188,0.2441,999.2998,0,117.78,1,wait,4,0.59
m3-13,100,500.13,29.1792,0.4883,999.3916,0,120.24,2,transmit,1,0.601
m3-13,101,505.13,29.2104,0.2441,999.3709,0,117.84,1,wait,2,0.589
m3-13,102,510.13,29.2188,0.4883,999.4487,0,120.02,2,transmit,1,0.6
m3-13,103,515.14,29.225,0.2441,999.3152,0,117.66,1,wait,2,0.589
m3-13,104,520.15,29.1917,0.4883,999.2432,0,120.28,2,transmit,1,0.603
m3-13,105,525.14,29.1854,0.2441,999.3069,0,117.78,1,wait,2,0.588
m3-13,106,530.15,29.1875,0.4883,999.3604,0,120.18,2,transmit,1,0.602
m3-13,107,535.16,29.1375,0.2441,999.3582,0,117.56,1,wait,2,0.589
m3-13,108,540.16,29.1979,0.4883,999.3308,0,120.31,2,transmit,1,0.602
m3-13,109,545.16,29.2062,0.2441,999.3403,0,117.65,1,wait,2,0.588
m3-13,110,550.16,29.1917,0.4883,999.2927,0,120.32,2,transmit,1,0.602
m3-13,111,555.17,29.2167,0.2441,999.354,0,117.53,1,wait,2,0.589
m3-13,112,560.18,29.2125,0.4883,999.3569,0,120.38,2,transmit,1,0.603
m3-13,113,565.17,29.2083,0.2441,999.332,0,117.49,1,wait,2,0.586
m3-13,114,570.18,29.2042,0.4883,999.2566,0,120.42,2,transmit,1,0.603
m3-13,115,575.19,29.1792,0.2441,999.3377,0,117.51,1,wait,2,0.589
m3-13,116,580.19,29.1792,0.4883,999.3342,0,120.51,2,transmit,1,0.603
m3-13,117,585.18,29.2021,0.2441,999.4209,0,117.33,1,wait,2,0.585
m3-13,118,590.19,29.2125,0.4883,999.291,0,120.48,2,transmit,1,0.604
m3-13,119,595.2,29.1833,0.2441,999.314,0,117.44,1,wait,2,0.588
m3-13,120,600.21,29.1875,0.4883,999.2856,0,120.63,2,transmit,1,0.604
m3-13,121,605.2,29.1917,0.2441,999.322,0,117.19,1,wait,2,0.585
m3-13,122,610.21,29.2042,0.4883,999.2366,0,120.5,2,transmit,1,0.604
m3-13,123,615.21,29.1646,0.2441,999.3933,0,117.28,1,wait,2,0.586
m3-13,124,620.22,29.2354,0.4883,999.3377,0,120.76,2,transmit,1,0.605
m3-13,125,625.21,29.2021,0.2441,999.4648,0,117.14,1,wait,2,0.585
m3-13,126,630.22,29.2333,0.4883,999.2898,0,120.54,2,transmit,1,0.604
m3-13,127,635.23,29.2021,0.2441,999.2395,0,117.16,1,wait,2,0.587
m3-13,128,640.24,29.1958,0.4883,999.227,0,120.87,2,transmit,1,0.606
m3-13,129,645.23,29.1729,0.2441,999.292,0,117.05,1,wait,2,0.584
m3-13,130,650.24,29.1958,0.4883,999.386,0,120.65,2,transmit,1,0.604
m3-13,131,655.24,29.2104,0.2441,999.3435,0,117.0,1,wait,2,0.585
m3-13,132,660.25,29.2083,0.4883,999.3682,0,120.91,2,transmit,1,0.606
m3-13,133,665.24,29.2125,0.2441,999.2283,0,117.02,1,wait,2,0.584
m3-13,134,670.25,29.2021,0.4883,999.3398,0,120.78,2,transmit,1,0.605
m3-13,135,675.26,29.225,0.2441,999.3767,0,116.91,1,wait,2,0.586
m3-13,136,680.27,29.2354,0.4883,999.5085,0,120.98,2,transmit,1,0.606
m3-13,137,685.26,29.2292,0.2441,999.2991,0,116.89,1,wait,2,0.583
m3-13,138,690.27,29.2062,0.4883,999.2573,0,120.9,2,transmit,1,0.606
m3-13,139,695.27,29.2229,0.2441,999.3704,0,116.89,1,wait,2,0.584
m3-13,140,700.28,29.2188,0.4883,999.3853,0,121.11,2,transmit,1,0.607
m3-13,141,705.27,29.2438,0.2441,999.3545,0,116.78,1,wait,2,0.583
m3-13,142,710.28,29.2438,0.4883,999.4258,0,121.04,2,transmit,1,0.606
m3-13,143,715.29,29.2375,0.2441,999.3821,0,116.81,1,wait,2,0.585
m3-13,144,720.3,29.2292,0.4883,999.2898,0,121.22,2,transmit,1,0.607
m3-13,145,725.29,29.2208,0.2441,999.3372,0,116.68,1,wait,2,0.582
m3-13,146,730.3,29.2417,0.4883,999.3848,0,121.08,2,transmit,1,0.607
m3-13,147,735.3,29.2396,0.2441,999.3962,0,116.75,1,wait,2,0.584
m3-13,148,740.31,29.2583,0.4883,999.2988,0,121.35,2,transmit,1,0.608
m3-13,149,745.3,29.2208,0.2441,999.2556,0,116.55,1,wait,2,0.582
m3-13,150,750.31,29.2104,0.4883,999.4678,0,121.15,2,transmit,1,0.607
m3-13,151,755.32,29.2771,0.2441,999.3813,0,116.64,1,wait,2,0.584
m3-13,152,760.31,29.25,0.4883,999.3379,0,121.28,2,transmit,1,0.605
m3-13,153,765.32,29.2333,0.2441,999.3149,0,116.71,1,wait,2,0.585
m3-13,154,770.32,29.2396,0.4883,999.3616,0,121.19,2,transmit,1,0.606
m3-13,155,775.33,29.2562,0.2441,999.3291,0,116.46,1,wait,2,0.583
m3-13,156,780.32,29.2625,0.4883,999.3042,0,121.37,2,transmit,1,0.606
m3-13,157,785.33,29.2521,0.2441,999.2305,0,116.65,1,wait,2,0.584
m3-13,158,790.34,29.2333,0.4883,999.4065,0,121.3,2,transmit,1,0.608
m3-13,159,795.33,29.2458,0.2441,999.3396,0,116.5,1,wait,2,0.581
m3-13,160,800.34,29.2312,0.4883,999.3655,0,121.23,2,transmit,1,0.607
m3-13,161,805.35,29.2562,0.2441,999.3923,0,116.63,1,wait,2,0.584
m3-13,162,810.35,29.2604,0.4883,999.2981,0,121.43,2,transmit,1,0.607
m3-13,163,815.35,29.2375,0.2441,999.4302,0,116.5,1,wait,2,0.583
m3-13,164,820.35,29.2729,0.4883,999.3484,0,121.29,2,transmit,1,0.606
m3-13,165,825.36,29.2458,0.2441,999.4202,0,116.57,1,wait,2,0.584
m3-13,166,830.35,29.2521,0.4883,999.3799,0,121.4,2,transmit,1,0.606
m3-14,1,4.79,30.0,0.2441,997.8018,0,119.14,1,wait,2,0.569
m3-14,2,9.8,29.9729,0.4883,997.7524,0,118.31,1,wait,3,0.593
m3-14,3,14.81,30.0,0.2441,997.8435,0,119.61,1,wait,4,0.599
m3-14,4,19.8,30.0146,0.4883,997.812,0,118.35,1,wait,5,0.591
m3-14,5,24.81,29.9792,0.2441,997.8362,0,119.66,1,wait,6,0.6
m3-14,6,29.81,30.0312,0.4883,997.7722,0,118.34,1,wait,7,0.592
m3-14,7,34.81,30.0292,0.2441,997.9006,0,119.77,1,wait,8,0.599
m3-14,8,39.81,30.0521,0.4883,997.8091,0,118.46,1,wait,9,0.592
m3-14,9,44.82,30.0229,0.2441,997.8953,0,119.67,1,wait,10,0.6
m3-14,10,49.83,30.05,0.4883,997.8225,0,118.4,1,wait,11,0.593
m3-14,11,54.82,30.0812,0.2441,997.8188,0,119.58,1,wait,12,0.597
m3-14,12,59.83,30.0042,0.4883,997.9075,0,118.41,1,wait,13,0.593
m3-14,13,64.84,30.0688,0.2441,997.8511,0,119.64,1,wait,14,0.599
m3-14,14,69.83,30.0542,0.4883,997.8123,0,118.48,1,wait,15,0.591
m3-14,15,74.83,30.0646,0.2441,997.8845,0,119.51,1,wait,16,0.598
m3-14,16,79.84,30.0875,0.4883,997.8154,0,118.43,1,wait,17,0.593
m3-14,17,84.85,30.05,0.2441,997.7798,0,119.39,1,wait,18,0.598
m3-14,18,89.84,30.0688,0.4883,997.7869,0,118.5,1,wait,19,0.591
m3-14,19,94.85,30.0812,0.2441,997.7915,0,119.51,1,wait,20,0.599
m3-14,20,99.86,30.0896,0.4883,997.7607,0,118.61,1,wait,20,0.594
m3-14,21,104.85,30.0604,0.2441,997.7773,0,119.4,1,wait,20,0.596
m3-14,22,109.86,30.0875,0.4883,997.7642,0,118.61,1,wait,20,0.594
m3-14,23,114.86,30.075,0.2441,998.001,0,119.36,1,wait,20,0.597
m3-14,24,119.86,30.1312,0.4883,997.989,0,118.71,1,wait,20,0.594
m3-14,25,124.86,30.1604,0.2441,997.9002,0,119.51,1,wait,20,0.598
m3-14,26,129.87,30.1417,0.4883,997.7898,0,118.8,1,wait,20,0.595
m3-14,27,134.88,30.1042,0.2441,997.8813,0,119.25,1,wait,20,0.597
m3-14,28,139.87,30.1083,0.4883,997.8884,0,118.86,1,wait,20,0.593
m3-14,29,144.88,30.1438,0.2441,997.8574,0,119.28,1,wait,20,0.598
m3-14,30,149.89,30.1479,0.4883,997.8904,0,119.02,1,wait,20,0.596
m3-14,31,154.89,30.1583,0.2441,997.9683,0,119.2,1,wait,20,0.596
m3-14,32,159.88,30.1667,0.4883,997.9553,0,118.9,1,wait,20,0.593
m3-14,33,164.89,30.1771,0.2441,997.8787,0,119.22,1,wait,20,0.597
m3-14,34,169.9,30.1958,0.4883,997.8865,0,118.83,1,wait,20,0.595
m3-14,35,174.91,30.1771,0.2441,997.9712,0,119.14,1,wait,20,0.597
m3-14,36,179.9,30.1896,0.4883,997.842,0,118.87,1,wait,20,0.593
m3-14,37,184.91,30.1875,0.2441,997.7983,0,119.21,1,wait,20,0.597
m3-14,38,189.91,30.15,0.4883,997.9177,0,119.0,1,wait,20,0.595
m3-14,39,194.92,30.1875,0.2441,997.7332,0,118.92,1,wait,20,0.596
m3-14,40,199.91,30.2,0.4883,997.8506,0,119.07,1,wait,20,0.594
m3-14,41,204.92,30.2021,0.2441,997.8655,0,119.05,1,wait,20,0.596
m3-14,42,209.93,30.1792,0.4883,997.9307,0,119.18,1,wait,20,0.597
m3-14,43,214.94,30.2292,0.2441,997.8657,0,118.96,1,wait,20,0.596
m3-14,44,219.93,30.1958,0.4883,997.9243,0,119.19,1,wait,20,0.595
m3-14,45,224.94,30.2146,0.2441,997.8166,0,118.94,1,wait,20,0.596
m3-14,46,229.94,30.1792,0.4883,997.9004,0,119.23,1,wait,20,0.596
m3-14,47,234.95,30.2,0.2441,997.8196,0,118.98,1,wait,20,0.596
m3-14,48,239.94,30.1875,0.4883,997.8574,0,119.19,1,wait,20,0.595
m3-14,49,244.95,30.1833,0.2441,997.8171,0,119.01,1,wait,20,0.596
m3-14,50,249.96,30.1958,0.4883,997.8757,0,119.28,1,wait,20,0.598
m3-14,51,254.97,30.2021,0.2441,997.8601,0,118.8,1,wait,20,0.595
m3-14,52,259.96,30.225,0.4883,997.856,0,119.35,1,wait,20,0.596
m3-14,53,264.96,30.2542,0.2441,997.8242,0,118.82,1,wait,20,0.594
m3-14,54,269.97,30.2333,0.4883,997.779,0,119.41,1,wait,20,0.598
m3-14,55,274.96,30.2188,0.2441,997.874,0,118.68,1,wait,20,0.592
m3-14,56,279.97,30.2396,0.4883,997.8147,0,119.36,1,wait,20,0.598
m3-14,57,284.98,30.25,0.2441,997.9849,0,118.65,1,wait,20,0.594
m3-14,58,289.97,30.2833,0.4883,997.9595,0,119.41,1,wait,20,0.596
m3-14,59,294.98,30.25,0.2441,997.8677,0,118.71,1,wait,20,0.595
m3-14,60,299.99,30.2479,0.4883,997.8613,0,119.53,1,wait,20,0.599
m3-14,61,304.99,30.2208,0.2441,997.9038,0,118.6,1,wait,20,0.593
m3-14,62,309.99,30.2562,0.4883,997.8164,0,119.51,1,wait,20,0.598
m3-14,63,314.99,30.2479,0.2441,997.9033,0,118.58,1,wait,20,0.593
m3-14,64,320.0,30.2688,0.4883,997.9614,0,119.59,1,wait,20,0.599
m3-14,65,325.01,30.2771,0.2441,997.8621,0,118.66,1,wait,20,0.595
m3-14,66,330.0,30.2604,0.4883,997.8357,0,119.74,1,wait,20,0.598
m3-14,67,335.01,30.25,0.2441,997.8352,0,118.52,1,wait,20,0.594
m3-14,68,340.01,30.225,0.4883,997.9492,0,119.63,1,wait,20,0.598
m3-14,69,345.02,30.3042,0.2441,997.9658,0,118.45,1,wait,20,0.593
m3-14,70,350.01,30.3021,0.4883,997.7649,0,119.7,1,wait,20,0.597
m3-14,71,355.02,30.2396,0.2441,997.9719,0,118.48,1,wait,20,0.594
m3-14,72,360.03,30.275,0.4883,997.915,0,119.79,1,wait,20,0.6
m3-14,73,365.04,30.2979,0.2441,997.8855,0,118.37,1,wait,20,0.593
m3-14,74,370.03,30.2979,0.4883,997.852,0,119.64,1,wait,20,0.597
m3-14,75,375.04,30.2708,0.2441,997.8728,0,118.29,1,wait,20,0.593
m3-14,76,380.04,30.2812,0.4883,997.957,0,119.75,1,wait,20,0.599
m3-14,77,385.05,30.3083,0.2441,997.8386,0,118.34,1,wait,20,0.593
m3-14,78,390.04,30.2833,0.4883,997.9036,0,119.83,1,wait,20,0.598
m3-14,79,395.05,30.3083,0.2441,997.6768,0,118.25,1,wait,20,0.592
m3-14,80,400.06,30.2833,0.4883,997.8704,0,119.77,1,wait,20,0.6
m3-14,81,405.07,30.275,0.2441,997.9392,0,118.19,1,wait,20,0.592
m3-14,82,410.06,30.3021,0.4883,997.843,0,119.94,1,wait,20,0.599
m3-14,83,415.07,30.2896,0.2441,997.8914,0,118.3,1,wait,20,0.593
m3-14,84,420.07,30.2979,0.4883,997.8813,0,120.01,2,transmit,1,0.6
m3-14,85,425.08,30.3146,0.2441,997.8584,0,118.09,1,wait,2,0.592
m3-14,86,430.07,30.2938,0.4883,997.8955,0,120.1,2,transmit,1,0.599
m3-14,87,435.08,30.3167,0.2441,997.8679,0,118.12,1,wait,2,0.592
m3-14,88,440.09,30.3021,0.4883,997.8621,0,120.22,2,transmit,1,0.602
m3-14,89,445.09,30.3229,0.2441,997.843,0,117.97,1,wait,2,0.59
m3-14,90,450.09,30.2979,0.4883,997.8262,0,120.08,2,transmit,1,0.6
m3-14,91,455.09,30.3104,0.2441,997.8181,0,118.0,1,wait,2,0.59
m3-14,92,460.1,30.2917,0.4883,997.8735,0,120.0,1,wait,3,0.601
m3-14,93,465.11,30.3312,0.2441,997.8584,0,117.95,1,wait,4,0.591
m3-14,94,470.1,30.3271,0.4883,997.9207,0,120.07,2,transmit,1,0.599
m3-14,95,475.11,30.3208,0.2441,997.9221,0,118.0,1,wait,2,0.591
m3-14,96,480.12,30.3438,0.4883,997.8899,0,120.21,2,transmit,1,0.602
m3-14,97,485.12,30.3188,0.2441,997.9534,0,117.73,1,wait,2,0.589
m3-14,98,490.12,30.3438,0.4883,997.9492,0,120.31,2,transmit,1,0.602
m3-14,99,495.12,30.3479,0.2441,997.9451,0,117.86,1,wait,2,0.589
m3-14,100,500.13,30.3792,0.4883,997.948,0,120.42,2,transmit,1,0.603
m3-14,101,505.14,30.3438,0.2441,997.8855,0,117.79,1,wait,2,0.59
m3-14,102,510.13,30.3375,0.4883,998.0391,0,120.41,2,transmit,1,0.601
m3-14,103,515.14,30.3729,0.2441,998.0037,0,117.72,1,wait,2,0.59
m3-14,104,520.15,30.3917,0.4883,997.9688,0,120.45,2,transmit,1,0.603
m3-14,105,525.15,30.3604,0.2441,997.9106,0,117.81,1,wait,2,0.589
m3-14,106,530.15,30.3729,0.4883,997.9426,0,120.55,2,transmit,1,0.603
m3-14,107,535.15,30.3542,0.2441,997.9905,0,117.67,1,wait,2,0.588
m3-14,108,540.16,30.3833,0.4883,997.8765,0,120.46,2,transmit,1,0.604
m3-14,109,545.17,30.3479,0.2441,997.8784,0,117.58,1,wait,2,0.589
m3-14,110,550.16,30.3479,0.4883,997.9287,0,120.53,2,transmit,1,0.601
m3-14,111,555.17,30.3667,0.2441,997.8596,0,117.62,1,wait,2,0.589
m3-14,112,560.17,30.3708,0.4883,997.9805,0,120.63,2,transmit,1,0.603
m3-14,113,565.18,30.3688,0.2441,997.9641,0,117.48,1,wait,2,0.589
m3-14,114,570.17,30.3667,0.4883,997.918,0,120.54,2,transmit,1,0.601
m3-14,115,575.18,30.3583,0.2441,997.9353,0,117.45,1,wait,2,0.588
m3-14,116,580.19,30.3729,0.4883,997.8982,0,120.66,2,transmit,1,0.605
m3-14,117,585.2,30.35,0.2441,997.9661,0,117.52,1,wait,2,0.589
m3-14,118,590.19,30.3833,0.4883,997.9451,0,120.73,2,transmit,1,0.602
m3-14,119,595.2,30.3792,0.2441,997.9255,0,117.47,1,wait,2,0.589
m3-14,120,600.2,30.3521,0.4883,997.9605,0,120.68,2,transmit,1,0.603
m3-14,121,605.21,30.3667,0.2441,998.0105,0,117.39,1,wait,2,0.588
m3-14,122,610.2,30.3917,0.4883,997.9959,0,120.8,2,transmit,1,0.603
m3-14,123,615.21,30.3562,0.2441,997.9436,0,117.45,1,wait,2,0.588
m3-14,124,620.22,30.3792,0.4883,998.0266,0,120.86,2,transmit,1,0.606
m3-14,125,625.23,30.3625,0.2441,997.9204,0,117.25,1,wait,2,0.587
m3-14,126,630.22,30.3729,0.4883,997.9665,0,120.97,2,transmit,1,0.604
m3-14,127,635.22,30.3354,0.2441,997.9111,0,117.26,1,wait,2,0.586
m3-14,128,640.23,30.3812,0.4883,997.9871,0,120.91,2,transmit,1,0.606
m3-14,129,645.24,30.3979,0.2441,997.9453,0,117.32,1,wait,2,0.588
m3-14,130,650.23,30.3812,0.4883,997.8455,0,120.93,2,transmit,1,0.603
m3-14,131,655.24,30.3688,0.2441,997.9619,0,117.17,1,wait,2,0.587
m3-14,132,660.25,30.3917,0.4883,997.9028,0,120.88,2,transmit,1,0.606
m3-14,133,665.25,30.3688,0.2441,997.8784,0,117.12,1,wait,2,0.586
m3-14,134,670.25,30.3708,0.4883,998.0232,0,120.96,2,transmit,1,0.605
m3-14,135,675.25,30.3875,0.2441,997.9675,0,117.25,1,wait,2,0.586
m3-14,136,680.26,30.4042,0.4883,997.9624,0,121.08,2,transmit,1,0.607
m3-14,137,685.27,30.3688,0.2441,997.9207,0,117.02,1,wait,2,0.586
m3-14,138,690.26,30.4021,0.4883,997.9756,0,121.19,2,transmit,1,0.605
m3-14,139,695.27,30.4229,0.2441,997.9644,0,117.07,1,wait,2,0.587
m3-14,140,700.28,30.3979,0.4883,997.9499,0,121.29,2,transmit,1,0.608
m3-14,141,705.28,30.4271,0.2441,997.8511,0,116.93,1,wait,2,0.585
m3-14,142,710.28,30.3688,0.4883,997.9739,0,121.24,2,transmit,1,0.606
m3-14,143,715.28,30.4104,0.2441,997.9094,0,117.02,1,wait,2,0.585
m3-14,144,720.29,30.3958,0.4883,997.8796,0,121.14,2,transmit,1,0.607
m3-14,145,725.3,30.375,0.2441,997.9644,0,116.95,1,wait,2,0.586
m3-14,146,730.29,30.4146,0.4883,997.9929,0,121.21,2,transmit,1,0.605
m3-14,147,735.3,30.4167,0.2441,997.8867,0,116.99,1,wait,2,0.586
m3-14,148,740.31,30.4062,0.4883,997.9551,0,121.29,2,transmit,1,0.608
m3-14,149,745.31,30.4021,0.2441,997.8555,0,116.75,1,wait,2,0.584
m3-14,150,750.3,30.3875,0.4883,997.9197,0,121.36,2,transmit,1,0.606
m3-14,151,755.31,30.3979,0.2441,998.0332,0,116.81,1,wait,2,0.585
m3-14,152,760.32,30.3917,0.4883,997.9004,0,121.43,2,transmit,1,0.608
m3-14,153,765.33,30.4,0.2441,997.9746,0,116.69,1,wait,2,0.585
m3-14,154,770.32,30.4104,0.4883,997.9153,0,121.4,2,transmit,1,0.606
m3-14,155,775.33,30.4021,0.2441,997.9282,0,116.7,1,wait,2,0.585
m3-14,156,780.33,30.4292,0.4883,998.0227,0,121.5,2,transmit,1,0.608
m3-14,157,785.33,30.4125,0.2441,997.8545,0,116.77,1,wait,2,0.584
m3-14,158,790.33,30.4042,0.4883,998.0156,0,121.5,2,transmit,1,0.607
m3-14,159,795.34,30.4438,0.2441,998.0564,0,116.83,1,wait,2,0.585
m3-14,160,800.35,30.4667,0.2441,998.0537,0,121.57,2,transmit,1,0.609
m3-14,161,805.34,30.4292,0.2441,997.9937,0,116.7,1,wait,2,0.582
m3-14,162,810.35,30.4271,0.4883,997.9441,0,121.49,2,transmit,1,0.609
m3-14,163,815.36,30.4229,0.2441,998.0049,0,116.74,1,wait,2,0.585
m3-14,164,820.35,30.4271,0.2441,997.9085,0,121.46,2,transmit,1,0.606
m3-14,165,825.35,30.3854,0.2441,998.0537,0,116.67,1,wait,2,0.583
m3-14,166,830.36,30.4271,0.4883,997.9937,0,121.47,2,transmit,1,0.609
